"Sample","PrincipalComponent.1","PrincipalComponent.2","PrincipalComponent.3","PrincipalComponent.4"
"NC_0",-0.124953995585468,0.317868902578382,0.088010806793397,0.111972631183283
"NC_1",-0.140627892443808,0.252255139815339,0.062388499259571,0.102725198535363
"NC_2",-0.114975338653165,0.304624134249728,0.0223807054657986,0.160518055274231
"NC_3",0.446962281617464,-0.0272016986085258,-0.0115034992365262,-0.0658925858435449
"HS_0",0.401916657355515,-0.0625287105658134,0.0398061390432026,-0.286507467550699
"HS_1",0.354592120839328,0.105658679058864,0.1291527510332,0.0502509851277406
"HS_2",0.320345838367461,0.119351095975165,0.10525892103297,0.190312001502476
"HS_3",-0.0740983625897477,0.196488781657995,0.152443770361868,0.168332585879664
"HS_4",-0.0762402136465815,0.21123282792597,0.210681937788834,0.178163760030506
"CA_0",0.298183198686922,-0.251376184181219,-0.164145466379254,0.164098756965041
"CA_1",-0.118484575787442,-0.00871104936142143,-0.321772963852888,-0.0390235239415109
"CA_2",-0.107274168072455,0.193415948104321,-0.558158333271554,-0.0662533626695883
"CA_3",-0.0320329368237071,0.0721082397284125,-0.568627582495727,0.0146582427893609
"ChR2_0",-0.215366916649802,-0.236579815389757,0.10395447269582,-0.282966377447924
"ChR2_1",-0.236213229569166,-0.302856609821873,0.0972862628805274,-0.10899432287564
"ChR2_2",-0.199512831039188,-0.251972360275003,0.0518701724559025,0.0138725669949252
"Chol2_HS_0",0.0555936732341759,-0.0381032555540439,0.0947982569858566,-0.455957394560436
"Chol2_HS_1",-0.0888732054765751,0.0982349074233551,0.0587962041499581,-0.46739979153384
"Chol2_HS_2",-0.0487671534953516,0.157274408218234,0.253607698024895,-0.0836895211170261
"Chol2_CA_0",0.0816046110657098,-0.430388218668539,-0.0404620942295249,0.396124163460113
"Chol2_CA_2",-0.195588595742537,-0.250762856899889,0.0462451316203982,0.109787898248772
"Chol2_CA_3",-0.18618896559158,-0.16803230540968,0.147988209873276,0.195867501548732
