aliquot_id	aliquot_submitter_id	case_id	case_submitter_id	project_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	no_matched_normal_targeted_sequencing	aliquot_quantity	aliquot_volume	state	source_center	analyte_type	no_matched_normal_wxs	no_matched_normal_low_pass_wgs	selected_normal_wgs	selected_normal_targeted_sequencing	amount	no_matched_normal_wgs	selected_normal_low_pass_wgs	selected_normal_wxs	concentration	analyte_type_id
eee244d0-ea5e-430f-89e2-2c0711fde716	TCGA-BC-A8YO-10A-01D-A703-36	f53a70d9-a774-4969-896e-2dcdd4d02a7a	TCGA-BC-A8YO	TCGA-LIHC	2b921168-2dbd-4e18-87d2-e14416f14f2d	TCGA-BC-A8YO-10A	a412c5f3-ae40-413e-8396-b105b09f8104	TCGA-BC-A8YO-10A-01	f1753984-4929-4897-b012-addfc05a70e3	TCGA-BC-A8YO-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
b11241b3-bb2d-4e6b-a844-ca7d5fdbbb03	TCGA-BC-A8YO-01A-11D-A703-36	f53a70d9-a774-4969-896e-2dcdd4d02a7a	TCGA-BC-A8YO	TCGA-LIHC	4218932d-170a-41f0-89ec-92a71a7b13dd	TCGA-BC-A8YO-01A	32dd9c2e-a454-49aa-890f-de92494e115c	TCGA-BC-A8YO-01A-11	47782996-3f27-46dd-889c-0b6283a918e2	TCGA-BC-A8YO-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
fa47df40-1616-454f-a926-29a0b3be68a1	TCGA-BC-A8YO-01A-31-A645-42-X041-S01_aliquot	f53a70d9-a774-4969-896e-2dcdd4d02a7a	TCGA-BC-A8YO	TCGA-LIHC	4218932d-170a-41f0-89ec-92a71a7b13dd	TCGA-BC-A8YO-01A	ea60fbeb-e9b9-4115-ac41-bee17204c80c	TCGA-BC-A8YO-01A-31-A645-42	77fcd320-c5ba-4620-ba74-31609a55f32d	TCGA-BC-A8YO-01A-31-A645-42-X041-S01	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
fc13e8f3-35e3-40c3-8376-3af6f2bccb3a	TCGA-DD-AACL-01A-31-A646-42-X034-S12_aliquot	3da3cfec-5464-4dd8-9757-a0cdfe3536f8	TCGA-DD-AACL	TCGA-LIHC	bfa0e9b2-6a36-4865-9455-0a942dc9ca44	TCGA-DD-AACL-01A	49e8423d-5cb8-4257-9be8-0143d787c41f	TCGA-DD-AACL-01A-31-A646-42	6db5710c-250c-4f08-8424-9e8a2134fd4f	TCGA-DD-AACL-01A-31-A646-42-X034-S12	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
af40fbc5-e154-44ff-aae8-e3eb038135ad	TCGA-DD-AACL-01A-11D-A704-36	3da3cfec-5464-4dd8-9757-a0cdfe3536f8	TCGA-DD-AACL	TCGA-LIHC	bfa0e9b2-6a36-4865-9455-0a942dc9ca44	TCGA-DD-AACL-01A	b88fef95-8660-42a2-914f-a9fd7be14196	TCGA-DD-AACL-01A-11	aa2c0392-cdff-4027-8270-268f0c5f292b	TCGA-DD-AACL-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
5ed2493c-d5c3-420a-b517-fe034dbd7c42	TCGA-DD-AACL-01A-11D-A729-36	3da3cfec-5464-4dd8-9757-a0cdfe3536f8	TCGA-DD-AACL	TCGA-LIHC	bfa0e9b2-6a36-4865-9455-0a942dc9ca44	TCGA-DD-AACL-01A	b88fef95-8660-42a2-914f-a9fd7be14196	TCGA-DD-AACL-01A-11	aa2c0392-cdff-4027-8270-268f0c5f292b	TCGA-DD-AACL-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.15	--
008347b5-4886-4f32-a716-122e61437327	TCGA-DD-AACL-10A-01D-A704-36	3da3cfec-5464-4dd8-9757-a0cdfe3536f8	TCGA-DD-AACL	TCGA-LIHC	5ae2b312-1d53-4a07-b4e9-297acebe6f60	TCGA-DD-AACL-10A	c01bbc22-3fb0-4617-b255-e7ae8b10d29d	TCGA-DD-AACL-10A-01	34dbe635-22ad-4b4c-9af2-55d1468b42e4	TCGA-DD-AACL-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
299f58fe-1d1b-4ce5-9dc2-8d3d7f84935b	TCGA-BC-A10S-01A-31-A645-42-X024-S02_aliquot	592ef526-176a-42e0-bbeb-fb62d369a343	TCGA-BC-A10S	TCGA-LIHC	ade2df15-2ed2-4dee-a710-e2814de6e4ef	TCGA-BC-A10S-01A	ca8b4e55-2856-4560-828d-c74f6f311e51	TCGA-BC-A10S-01A-31-A645-42	a934f251-66ff-48ee-bba1-a07afec60fd0	TCGA-BC-A10S-01A-31-A645-42-X024-S02	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
41c70c59-e4fb-4e45-b160-25b2dd958568	TCGA-DD-AAC8-10A-01D-A704-36	496beef9-80d9-4734-a23d-334ae1b6aaab	TCGA-DD-AAC8	TCGA-LIHC	e70d688d-d313-4d40-80f2-f8b4bfbad88d	TCGA-DD-AAC8-10A	770472bd-0c5a-447f-a00a-fe2be86a65b0	TCGA-DD-AAC8-10A-01	c0b8cc63-a20d-4589-9e26-005171571b76	TCGA-DD-AAC8-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
2293eb30-677c-45ba-b0c6-6cac96315f7e	TCGA-DD-AAC8-01A-11D-A704-36	496beef9-80d9-4734-a23d-334ae1b6aaab	TCGA-DD-AAC8	TCGA-LIHC	3e29928b-b802-4eb8-bfcc-a88e3edf1806	TCGA-DD-AAC8-01A	928129f9-e1d2-4028-8463-9dc7db66e862	TCGA-DD-AAC8-01A-11	8e8c5e3d-ac49-4f05-b6ef-6c09777630b0	TCGA-DD-AAC8-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
41bf557f-d590-47b6-95f5-03548d8e38d4	TCGA-DD-AAC8-01A-11D-A729-36	496beef9-80d9-4734-a23d-334ae1b6aaab	TCGA-DD-AAC8	TCGA-LIHC	3e29928b-b802-4eb8-bfcc-a88e3edf1806	TCGA-DD-AAC8-01A	928129f9-e1d2-4028-8463-9dc7db66e862	TCGA-DD-AAC8-01A-11	8e8c5e3d-ac49-4f05-b6ef-6c09777630b0	TCGA-DD-AAC8-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.16	--
df56b02f-d555-4ce7-afe1-5007f85feb55	TCGA-DD-AAC8-01A-21-A646-42-X025-S06_aliquot	496beef9-80d9-4734-a23d-334ae1b6aaab	TCGA-DD-AAC8	TCGA-LIHC	3e29928b-b802-4eb8-bfcc-a88e3edf1806	TCGA-DD-AAC8-01A	7ba22083-6b58-4b21-b764-6d1619419aaf	TCGA-DD-AAC8-01A-21-A646-42	63a16927-98a3-4565-a497-6e1d4b1721cb	TCGA-DD-AAC8-01A-21-A646-42-X025-S06	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
124c0976-6137-4581-9d61-f3ceb09eb7a3	TCGA-G3-AAV0-01A-11D-A705-36	6e657705-8579-433b-af7a-b6155b599518	TCGA-G3-AAV0	TCGA-LIHC	d4862074-e347-4318-a4a4-bf1878ead618	TCGA-G3-AAV0-01A	62455abb-f815-4f74-8650-48e96cc0ba44	TCGA-G3-AAV0-01A-11	85407301-5bb1-41c8-bba1-26bfa13a1792	TCGA-G3-AAV0-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
c107c23d-62c4-445a-b166-63ed0f0fc328	TCGA-G3-AAV0-01A-11D-A729-36	6e657705-8579-433b-af7a-b6155b599518	TCGA-G3-AAV0	TCGA-LIHC	d4862074-e347-4318-a4a4-bf1878ead618	TCGA-G3-AAV0-01A	62455abb-f815-4f74-8650-48e96cc0ba44	TCGA-G3-AAV0-01A-11	85407301-5bb1-41c8-bba1-26bfa13a1792	TCGA-G3-AAV0-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.17	--
5d2bae6c-f599-4177-8e9e-21c3a9c28981	TCGA-G3-AAV0-01A-21-A644-42-X030-S06_aliquot	6e657705-8579-433b-af7a-b6155b599518	TCGA-G3-AAV0	TCGA-LIHC	d4862074-e347-4318-a4a4-bf1878ead618	TCGA-G3-AAV0-01A	51cd5e23-c95f-4399-b77f-95b4c33e9173	TCGA-G3-AAV0-01A-21-A644-42	c2e5638a-50cc-48e0-8480-cfdc543b12c8	TCGA-G3-AAV0-01A-21-A644-42-X030-S06	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
dea69fd8-759f-4012-8e40-4fa54144d130	TCGA-G3-AAV0-10A-01D-A705-36	6e657705-8579-433b-af7a-b6155b599518	TCGA-G3-AAV0	TCGA-LIHC	f5f5926e-80f7-4adb-9c99-5e630c6aae49	TCGA-G3-AAV0-10A	dd79ad9c-9fcc-4384-a2aa-dd044276f08f	TCGA-G3-AAV0-10A-01	19368b58-99bd-4f9f-8617-915a15208541	TCGA-G3-AAV0-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
2ff8f7f0-0efa-4d36-af7f-b8ef328b8cd2	TCGA-BC-A3KF-01A-31-A644-42-X029-S04_aliquot	07dd49fc-8a76-41e8-9eb3-107336f68701	TCGA-BC-A3KF	TCGA-LIHC	ece7aff8-7303-4d9a-b5ef-abb871571686	TCGA-BC-A3KF-01A	273eaf94-cc00-4303-b5fa-d097580cb5e6	TCGA-BC-A3KF-01A-31-A644-42	c7fd6b7f-3050-4a9c-b71a-fd9e32b2f7d3	TCGA-BC-A3KF-01A-31-A644-42-X029-S04	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
71edf1c2-26da-4bd0-9545-5de697c01dcf	TCGA-DD-AACI-10A-01D-A704-36	e6fa354e-ada7-41e0-8c8b-38520a5e6601	TCGA-DD-AACI	TCGA-LIHC	935374bd-2c09-4988-8e98-01b6b1a8f071	TCGA-DD-AACI-10A	ed137f9c-81cc-4726-b1e6-1b3fa7e1bccf	TCGA-DD-AACI-10A-01	ef91b370-2e62-4568-8335-ceac9910583e	TCGA-DD-AACI-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
c7b91a8e-2be6-4b26-9525-74f0969897cc	TCGA-DD-AACI-10A-01D-A729-36	e6fa354e-ada7-41e0-8c8b-38520a5e6601	TCGA-DD-AACI	TCGA-LIHC	935374bd-2c09-4988-8e98-01b6b1a8f071	TCGA-DD-AACI-10A	ed137f9c-81cc-4726-b1e6-1b3fa7e1bccf	TCGA-DD-AACI-10A-01	ef91b370-2e62-4568-8335-ceac9910583e	TCGA-DD-AACI-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.14	--
49d12396-1d53-4370-bed5-35ae6bde5657	TCGA-DD-AACI-01A-11D-A704-36	e6fa354e-ada7-41e0-8c8b-38520a5e6601	TCGA-DD-AACI	TCGA-LIHC	3df80a55-0381-48a9-acb0-58bcf702e209	TCGA-DD-AACI-01A	893bce5b-c8d6-410f-a90a-e8565e795c4c	TCGA-DD-AACI-01A-11	22024f1d-6da6-477b-a2b0-5fdbdffd2b77	TCGA-DD-AACI-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
e3c35bb6-9e31-4a96-b8c9-a6d0d58dac18	TCGA-DD-AACI-01A-11D-A729-36	e6fa354e-ada7-41e0-8c8b-38520a5e6601	TCGA-DD-AACI	TCGA-LIHC	3df80a55-0381-48a9-acb0-58bcf702e209	TCGA-DD-AACI-01A	893bce5b-c8d6-410f-a90a-e8565e795c4c	TCGA-DD-AACI-01A-11	22024f1d-6da6-477b-a2b0-5fdbdffd2b77	TCGA-DD-AACI-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.15	--
d96a8ffe-c72d-43dd-bad0-b582c506b100	TCGA-DD-AACI-01A-21-A646-42-X036-S08_aliquot	e6fa354e-ada7-41e0-8c8b-38520a5e6601	TCGA-DD-AACI	TCGA-LIHC	3df80a55-0381-48a9-acb0-58bcf702e209	TCGA-DD-AACI-01A	1916fdf9-2e1a-4b05-b5c6-98d5dbea8488	TCGA-DD-AACI-01A-21-A646-42	15f9a473-6f1f-47a2-a50f-4ad27dffcaca	TCGA-DD-AACI-01A-21-A646-42-X036-S08	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
f602d95b-d69f-4088-b110-b9da8eecb73a	TCGA-BC-A10U-01A-31-A645-42-X026-S02_aliquot	23103931-cc29-4f89-ae9c-79d53401ecea	TCGA-BC-A10U	TCGA-LIHC	f948e99c-22ba-4037-8a69-34b15f9fa557	TCGA-BC-A10U-01A	9cfce167-ae10-47e5-8e18-947e06323052	TCGA-BC-A10U-01A-31-A645-42	05dfbd54-b73b-4a17-8274-aa851a614d82	TCGA-BC-A10U-01A-31-A645-42-X026-S02	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
2526d864-81de-4823-8586-4afcd58e915a	TCGA-BC-A5W4-01A-11D-A729-36	6bb5d506-8fca-43f3-90a6-03c915d7ede2	TCGA-BC-A5W4	TCGA-LIHC	7b9c40bf-6ad0-491e-84fc-f835fe3589c5	TCGA-BC-A5W4-01A	2c44dcb4-636d-40b2-96eb-5496bc1b4ce9	TCGA-BC-A5W4-01A-11	0696b082-2c65-43d2-ad03-b2409dfdc550	TCGA-BC-A5W4-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.14	--
f54c6802-5737-4b9b-86ec-ce963725008e	TCGA-BC-A5W4-01A-11D-A703-36	6bb5d506-8fca-43f3-90a6-03c915d7ede2	TCGA-BC-A5W4	TCGA-LIHC	7b9c40bf-6ad0-491e-84fc-f835fe3589c5	TCGA-BC-A5W4-01A	2c44dcb4-636d-40b2-96eb-5496bc1b4ce9	TCGA-BC-A5W4-01A-11	0696b082-2c65-43d2-ad03-b2409dfdc550	TCGA-BC-A5W4-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
e28a7045-113f-4c83-bfba-d259911660b8	TCGA-BC-A5W4-01A-31-A645-42-X033-S05_aliquot	6bb5d506-8fca-43f3-90a6-03c915d7ede2	TCGA-BC-A5W4	TCGA-LIHC	7b9c40bf-6ad0-491e-84fc-f835fe3589c5	TCGA-BC-A5W4-01A	e4eec6cc-fbeb-4fea-8d51-fb07391a9d4a	TCGA-BC-A5W4-01A-31-A645-42	83eef638-51af-44d0-bd99-aaac61245f6a	TCGA-BC-A5W4-01A-31-A645-42-X033-S05	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
4049b827-b7e4-4780-a37b-a1d3fa1282b9	TCGA-BC-A5W4-10A-01D-A703-36	6bb5d506-8fca-43f3-90a6-03c915d7ede2	TCGA-BC-A5W4	TCGA-LIHC	9c0ae139-2e19-48e5-9281-cce6f97c46ff	TCGA-BC-A5W4-10A	bee03440-2c88-4517-8f24-ed20e0722271	TCGA-BC-A5W4-10A-01	55411c1c-3860-45e1-b360-583942f727b8	TCGA-BC-A5W4-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
16a27304-50e7-4d27-9c07-80afdfea14e9	TCGA-BC-A10X-01A-31-A645-42-X028-S12_aliquot	3dc48ea9-a3c6-437f-af5a-88feb300cc5f	TCGA-BC-A10X	TCGA-LIHC	1ae03bc9-de5a-417c-a617-7256c8d2d9b8	TCGA-BC-A10X-01A	9a74f036-42c5-44e2-8181-63d2b7526d80	TCGA-BC-A10X-01A-31-A645-42	a49f501b-f6f5-487c-a36a-506f889bff00	TCGA-BC-A10X-01A-31-A645-42-X028-S12	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
9e7d1607-1864-4a23-965d-88939d4349a3	TCGA-LG-A9QC-10A-01D-A705-36	8c2783ef-aa41-44c9-be87-fa4c84108f1e	TCGA-LG-A9QC	TCGA-LIHC	db722d99-d199-4fee-967d-710b07e1276f	TCGA-LG-A9QC-10A	6b523e56-bcd0-46e7-b2d2-2e57c10b9762	TCGA-LG-A9QC-10A-01	0d59e6aa-4285-4197-a451-5efe569f2e6c	TCGA-LG-A9QC-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
04f89543-6446-4039-8983-27ac9b8e84a0	TCGA-LG-A9QC-01A-31-A645-42-X031-S08_aliquot	8c2783ef-aa41-44c9-be87-fa4c84108f1e	TCGA-LG-A9QC	TCGA-LIHC	c8b18401-ab61-4925-a022-62b5f7190139	TCGA-LG-A9QC-01A	dd6ccfe8-1adb-44e7-bd44-72c3ad7fa6c5	TCGA-LG-A9QC-01A-31-A645-42	a849a073-2086-4d9d-aceb-5b3b7c721bcc	TCGA-LG-A9QC-01A-31-A645-42-X031-S08	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
43eb0268-06ef-41bd-bca1-94f734009460	TCGA-LG-A9QC-01A-11D-A729-36	8c2783ef-aa41-44c9-be87-fa4c84108f1e	TCGA-LG-A9QC	TCGA-LIHC	c8b18401-ab61-4925-a022-62b5f7190139	TCGA-LG-A9QC-01A	3b75d9f1-e1f8-4807-ad5f-d9974de482db	TCGA-LG-A9QC-01A-11	f4d8d6ee-516c-42eb-9765-ae4641643b70	TCGA-LG-A9QC-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.15	--
5aa6bb3e-639e-4a41-824b-44ac0b3becc9	TCGA-LG-A9QC-01A-11D-A705-36	8c2783ef-aa41-44c9-be87-fa4c84108f1e	TCGA-LG-A9QC	TCGA-LIHC	c8b18401-ab61-4925-a022-62b5f7190139	TCGA-LG-A9QC-01A	3b75d9f1-e1f8-4807-ad5f-d9974de482db	TCGA-LG-A9QC-01A-11	f4d8d6ee-516c-42eb-9765-ae4641643b70	TCGA-LG-A9QC-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
d960532e-e8ad-4afe-871a-bf4dcd332144	TCGA-LG-A9QD-01A-11D-A705-36	948a9bbc-60b0-4fb7-a707-76bc41294217	TCGA-LG-A9QD	TCGA-LIHC	3b829cbd-1abb-41f8-9633-597e6b79e362	TCGA-LG-A9QD-01A	1912234b-1c31-4695-a9a0-207c8272bbeb	TCGA-LG-A9QD-01A-11	10d9f8fe-748a-4b85-96d3-1fa251d92a38	TCGA-LG-A9QD-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
42aab8ad-cd0e-4597-aa7f-ef65636bdc40	TCGA-LG-A9QD-01A-21-A646-42-X038-S02_aliquot	948a9bbc-60b0-4fb7-a707-76bc41294217	TCGA-LG-A9QD	TCGA-LIHC	3b829cbd-1abb-41f8-9633-597e6b79e362	TCGA-LG-A9QD-01A	41a999c7-62d5-4ab7-9ca5-f39ef96141cd	TCGA-LG-A9QD-01A-21-A646-42	4835cc8b-62fe-4ead-b621-3d4b28deb739	TCGA-LG-A9QD-01A-21-A646-42-X038-S02	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
489d2b9e-ae30-47c1-aac9-55840ee8fead	TCGA-LG-A9QD-10A-01D-A705-36	948a9bbc-60b0-4fb7-a707-76bc41294217	TCGA-LG-A9QD	TCGA-LIHC	153ef146-ba43-458a-82a0-5d47b45b2ffc	TCGA-LG-A9QD-10A	27fc6817-0cf1-4e37-9d41-6d2f4ee0ae84	TCGA-LG-A9QD-10A-01	77592264-7145-4fae-b9d1-9cd2ae505152	TCGA-LG-A9QD-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
097c0330-1a6c-47e6-a572-273dc5326c06	TCGA-CC-A123-01A-11D-A724-36	e2f6d3aa-b817-4193-a550-8e53265aa336	TCGA-CC-A123	TCGA-LIHC	98eeca7b-4918-4176-927d-0ac1e48c5d7e	TCGA-CC-A123-01A	4e23d215-fdac-4913-a3f5-7094711e3df0	TCGA-CC-A123-01A-11	99a5f6ea-d478-4d08-ba06-669b5b9be6e1	TCGA-CC-A123-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
c1402429-18d4-4997-ad5e-0f01da7e3b80	TCGA-CC-A123-01A-11D-A744-36	e2f6d3aa-b817-4193-a550-8e53265aa336	TCGA-CC-A123	TCGA-LIHC	98eeca7b-4918-4176-927d-0ac1e48c5d7e	TCGA-CC-A123-01A	4e23d215-fdac-4913-a3f5-7094711e3df0	TCGA-CC-A123-01A-11	99a5f6ea-d478-4d08-ba06-669b5b9be6e1	TCGA-CC-A123-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.11	--
ab0b0314-105e-42a4-906d-8399e26e5162	TCGA-CC-A123-01A-22-A645-42-X032-S07_aliquot	e2f6d3aa-b817-4193-a550-8e53265aa336	TCGA-CC-A123	TCGA-LIHC	98eeca7b-4918-4176-927d-0ac1e48c5d7e	TCGA-CC-A123-01A	855e9254-23f8-426e-9a20-d4a42a2662ea	TCGA-CC-A123-01A-22-A645-42	6df6a9bc-f6db-462a-bba4-75da84c7a4c4	TCGA-CC-A123-01A-22-A645-42-X032-S07	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
d7230537-c1c4-43de-a6df-74f099f64951	TCGA-CC-A123-10A-01D-A724-36	e2f6d3aa-b817-4193-a550-8e53265aa336	TCGA-CC-A123	TCGA-LIHC	19836f24-a11e-40ba-b872-ff72b7e5ddf8	TCGA-CC-A123-10A	55dd08b7-781d-449b-bb28-bfc757d8ab13	TCGA-CC-A123-10A-01	01765937-6240-42ea-b3b3-0da5ea632f62	TCGA-CC-A123-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
8ff9ecd0-eb23-431a-b4cf-6eb0c19daa0f	TCGA-BC-A10T-01A-31-A645-42-X037-S08_aliquot	8a9cde9a-c38c-423e-bc14-354ee26468c9	TCGA-BC-A10T	TCGA-LIHC	d2f6cea0-ecec-49f1-a851-e332e79ce098	TCGA-BC-A10T-01A	31861258-f778-40b3-a2a4-e4e8f00794b2	TCGA-BC-A10T-01A-31-A645-42	da3b009d-3b5b-4421-818c-4562fbb6b0b5	TCGA-BC-A10T-01A-31-A645-42-X037-S08	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
63cd4110-1f69-4da9-a724-9ce02599a9db	TCGA-DD-AACB-01A-21-A646-42-X035-S09_aliquot	6d2e8bc2-ca86-41c1-ae49-289e20fce758	TCGA-DD-AACB	TCGA-LIHC	b6104862-f135-46a7-86a4-1e12b96386e6	TCGA-DD-AACB-01A	39f9069f-8aa1-46ee-b127-69157c3a94a1	TCGA-DD-AACB-01A-21-A646-42	1c9dd895-31f4-4a81-b824-d93ec5af47ae	TCGA-DD-AACB-01A-21-A646-42-X035-S09	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
6ce4c001-52eb-49aa-8681-da59860441db	TCGA-DD-AACB-01A-11D-A729-36	6d2e8bc2-ca86-41c1-ae49-289e20fce758	TCGA-DD-AACB	TCGA-LIHC	b6104862-f135-46a7-86a4-1e12b96386e6	TCGA-DD-AACB-01A	1f5c4ab3-5c8b-42aa-86fc-34bfb51a935f	TCGA-DD-AACB-01A-11	012da81c-7c5a-4041-bb10-10cc2c31c2b8	TCGA-DD-AACB-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.15	--
93c995d7-c5a4-4f6c-9254-db93fed780e6	TCGA-DD-AACB-01A-11D-A704-36	6d2e8bc2-ca86-41c1-ae49-289e20fce758	TCGA-DD-AACB	TCGA-LIHC	b6104862-f135-46a7-86a4-1e12b96386e6	TCGA-DD-AACB-01A	1f5c4ab3-5c8b-42aa-86fc-34bfb51a935f	TCGA-DD-AACB-01A-11	012da81c-7c5a-4041-bb10-10cc2c31c2b8	TCGA-DD-AACB-01A-11D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
c6fc9086-2e64-4449-9cad-67d64b5a9f92	TCGA-DD-AACB-10A-01D-A704-36	6d2e8bc2-ca86-41c1-ae49-289e20fce758	TCGA-DD-AACB	TCGA-LIHC	dd621fb2-014e-478f-ba6a-9680a831822a	TCGA-DD-AACB-10A	d47188a1-1cc8-4551-bfe8-7db6ea3223f4	TCGA-DD-AACB-10A-01	c9b20a63-8ae7-4415-b5be-4745ddf61456	TCGA-DD-AACB-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.02	--
4096041b-e392-4c08-b76a-69bc23449f90	TCGA-CC-A7IF-01A-31-A646-42-X027-S06_aliquot	e0674b82-2fba-421e-be62-58efd0348d44	TCGA-CC-A7IF	TCGA-LIHC	85bf24dd-ed33-4b46-9739-1994ae3a2c91	TCGA-CC-A7IF-01A	310b2961-4223-4541-ae8b-c22e20775318	TCGA-CC-A7IF-01A-31-A646-42	081373d0-e8d0-4ebc-87b0-cc946a4c5ac0	TCGA-CC-A7IF-01A-31-A646-42-X027-S06	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
456c1408-10c9-4598-a2f9-4151aec7aa36	TCGA-CC-A7IF-10A-01D-A75X-36	e0674b82-2fba-421e-be62-58efd0348d44	TCGA-CC-A7IF	TCGA-LIHC	7309579b-8191-4296-bb17-1f7f00dd9542	TCGA-CC-A7IF-10A	f60c74fb-eeb5-47e5-bacf-e579c973f47e	TCGA-CC-A7IF-10A-01	2f678496-4d26-4ee0-a7a9-afe77d24ff82	TCGA-CC-A7IF-10A-01D	--	--	--	released	23	--	--	--	--	--	--	--	--	--	0.15	--
7b91af20-7155-4e72-98d5-5ed63182a2db	TCGA-BC-A10W-01A-31-A645-42-X042-S04_aliquot	39baf24a-4032-4c23-b3fe-2c50df1881f6	TCGA-BC-A10W	TCGA-LIHC	18fd84d2-dda5-4916-b42b-5ee6ac00496f	TCGA-BC-A10W-01A	a4c8ebcb-c1ad-43c3-96d3-17ac788e0c9e	TCGA-BC-A10W-01A-31-A645-42	3b1aa523-d386-4fe2-833d-052fd76c898b	TCGA-BC-A10W-01A-31-A645-42-X042-S04	--	--	--	released	--	DNA	--	--	--	--	--	--	--	--	--	--
377c868a-4176-4c2b-b1bb-9f97b8d85739	TCGA-DD-AADM-01A-11R-A41C-07	62c02da8-e4b4-4294-9923-8992d187fc7b	TCGA-DD-AADM	TCGA-LIHC	96ff95cf-c5d9-4a58-b252-74859c1a8103	TCGA-DD-AADM-01A	9511f576-7828-4a60-9b8a-02363da41b1c	TCGA-DD-AADM-01A-11	99eece1d-2d76-44eb-b14a-cbfceb49fbb0	TCGA-DD-AADM-01A-11R	--	released	--	--	0.16	23	--	--	--	--	--	--	--	--	--	--
6164b09a-533f-4557-bdd7-79ed954270e0	TCGA-DD-AADM-01A-11R-A41H-13	62c02da8-e4b4-4294-9923-8992d187fc7b	TCGA-DD-AADM	TCGA-LIHC	96ff95cf-c5d9-4a58-b252-74859c1a8103	TCGA-DD-AADM-01A	9511f576-7828-4a60-9b8a-02363da41b1c	TCGA-DD-AADM-01A-11	99eece1d-2d76-44eb-b14a-cbfceb49fbb0	TCGA-DD-AADM-01A-11R	--	released	--	--	0.16	23	--	--	--	--	--	--	--	--	--	--
2b77ec58-4082-44e0-a03f-8fd2f7d6ac64	TCGA-DD-AADM-01A-11D-A40Q-01	62c02da8-e4b4-4294-9923-8992d187fc7b	TCGA-DD-AADM	TCGA-LIHC	96ff95cf-c5d9-4a58-b252-74859c1a8103	TCGA-DD-AADM-01A	9511f576-7828-4a60-9b8a-02363da41b1c	TCGA-DD-AADM-01A-11	246bbc12-5682-458b-9416-bc89c486ded2	TCGA-DD-AADM-01A-11D	--	released	--	--	0.16	23	--	--	--	--	--	--	--	--	--	--
