"Sample","PrincipalComponent.1","PrincipalComponent.2","PrincipalComponent.3","PrincipalComponent.4"
"SA595569",0.0936983944115462,0.157929760577598,-0.0100154190961945,-0.011342764290232
"SA595570",0.0662206146465411,-0.057247416809389,0.0605204087659267,-0.0710105012904193
"SA595571",0.0348530500029376,0.0782255447802681,0.0493601951563743,-0.101652812391519
"SA595572",0.000336017726876282,0.0366728691383622,0.130668326156868,-0.0466467309346615
"SA595553",0.0910537720712838,0.0535229954227543,-0.0505935414603061,0.050739191077455
"SA595554",-0.0326010123883465,0.0160827996130687,0.00262962922122985,0.0461561828719904
"SA595557",-0.0155637029464033,-0.00509736581963996,-0.0145037371170373,-0.0460124815728716
"SA595558",0.0201775745553408,0.143227252155159,0.0176807631455783,0.0839959788413341
"SA595559",0.019359548708396,0.0285068904391571,-0.0368564254233398,0.0696405397214456
"SA595560",-0.052074489300145,-0.019461895991747,-0.00354051468758506,0.0694930398242695
"SA595561",0.0394583803329404,0.0103556020905328,0.0027331706140316,-0.0153095712569211
"SA595562",-0.00720710479839848,0.00566165972416925,-0.0245695901482527,0.0647433885070207
"SA595541",0.00522397188458268,-0.0561263053214873,0.0469609785158287,0.0358452629632828
"SA595542",-0.0480707308215547,0.0167460605463648,0.0445600053084467,-0.0567109247177223
"SA595545",0.0164894338197148,0.0282014663768344,-0.0530630941029568,-0.0419351477594695
"SA595546",-0.00159935598448875,-0.0391430507261873,0.00265164593180723,0.0922902162036816
"SA595547",-0.000199886573857401,-0.0374405425078571,0.0159452347971112,0.0211003829617407
"SA595548",-0.0311870172552427,0.0266201272318616,0.00740325470786008,0.0263682818494373
"SA595549",0.000406272359156906,0.0217392715641197,-0.0533824868149472,-0.058011089164085
"SA595550",-0.0323305449230184,0.0358137771983454,0.000152885771443602,0.0364384109953742
"SA595551",0.0607099349118143,0.0429786491524402,0.000946442984785904,0.0848731888834656
"SA595552",0.00753338893742163,0.140744754806003,-0.000400665868936627,0.124048450508453
"SA595537",0.0170380445361397,-0.00276401745577649,-0.0436410822217469,-0.0263064535699438
"SA595538",-0.0357152861191626,-0.0206712869756308,0.0411587308117752,0.0310420102134968
"SA595539",0.0563734321785059,-0.00977360853481452,-0.0276977512221407,-0.0449465570775806
"SA595540",-0.0136624428438462,-0.0276976773453195,0.0980686345183055,-0.0187995178419875
"SA595532",0.0459794320480342,0.00330357862440553,0.00596303536417176,-0.0398251583836335
"SA595533",-0.0518368145674103,-0.0294043332965742,0.0189333336899912,0.0126396716766241
"SA595534",-0.00724808243851516,-0.00098210669319647,-0.0281938799989556,-0.0594816095853186
"SA595535",-0.00724808243851516,-0.000982106693196468,-0.0281938799989556,-0.0594816095853186
"SA595536",-0.0547070390932241,-0.0277253258438273,-0.0101126005585047,0.0287793478144211
"SA595528",-0.0180832202914251,-0.0300235858636392,-0.00190558385927007,-0.018744534337716
"SA595529",-0.0450955801135601,-0.0289042266726033,0.0116518119077472,-0.00997459435992954
"SA595530",-0.0108371599084242,0.0113847812450122,-0.0492626733706779,-0.008420262652691
"SA595531",-0.0429632204694866,-0.00342122538645631,0.0352774323729992,0.00626236513099864
